IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.20.47.174,4,4,0.00,231.63,0.00,N/A
172.67.71.72,4,4,0.00,231.69,0.00,N/A
104.25.160.193,4,4,0.00,231.77,0.00,N/A
104.27.72.179,4,4,0.00,231.82,0.00,N/A
104.20.26.198,4,4,0.00,231.84,0.00,N/A
104.25.166.164,4,4,0.00,231.85,0.00,N/A
104.18.68.154,4,4,0.00,231.87,0.00,N/A
104.18.24.252,4,4,0.00,231.90,0.00,N/A
104.24.174.83,4,4,0.00,232.04,0.00,N/A
104.17.251.59,4,4,0.00,232.08,0.00,N/A
104.17.149.250,4,4,0.00,232.12,0.00,N/A
104.18.164.5,4,4,0.00,232.17,0.00,N/A
104.20.28.70,4,4,0.00,232.17,0.00,N/A
104.18.66.59,4,4,0.00,232.32,0.00,N/A
172.65.123.224,4,4,0.00,232.49,0.00,N/A
104.19.230.140,4,4,0.00,232.64,0.00,N/A
104.24.49.91,4,4,0.00,232.73,0.00,N/A
104.17.145.12,4,4,0.00,232.74,0.00,N/A
104.17.240.100,4,4,0.00,232.75,0.00,N/A
162.159.153.227,4,4,0.00,232.77,0.00,N/A
104.25.244.142,4,4,0.00,232.81,0.00,N/A
172.65.179.39,4,4,0.00,232.82,0.00,N/A
104.21.12.155,4,4,0.00,232.94,0.00,N/A
104.24.136.91,4,4,0.00,233.08,0.00,N/A
172.65.177.159,4,4,0.00,233.11,0.00,N/A
172.66.167.62,4,4,0.00,233.15,0.00,N/A
104.27.75.75,4,4,0.00,233.25,0.00,N/A
104.17.249.56,4,4,0.00,233.33,0.00,N/A
104.18.59.0,4,4,0.00,233.34,0.00,N/A
104.17.244.150,4,4,0.00,233.45,0.00,N/A
104.24.162.174,4,4,0.00,233.47,0.00,N/A
104.19.114.193,4,4,0.00,233.60,0.00,N/A
104.24.140.129,4,4,0.00,233.68,0.00,N/A
172.67.65.164,4,4,0.00,233.80,0.00,N/A
104.25.80.3,4,4,0.00,233.81,0.00,N/A
172.66.203.50,4,4,0.00,233.84,0.00,N/A
172.65.69.179,4,4,0.00,233.94,0.00,N/A
104.17.224.120,4,4,0.00,233.95,0.00,N/A
104.18.53.245,4,4,0.00,234.00,0.00,N/A
104.19.198.20,4,4,0.00,234.11,0.00,N/A
104.19.241.103,4,4,0.00,234.24,0.00,N/A
172.66.133.105,4,4,0.00,234.29,0.00,N/A
104.18.118.123,4,4,0.00,234.34,0.00,N/A
104.19.244.133,4,4,0.00,234.35,0.00,N/A
104.24.229.41,4,4,0.00,234.40,0.00,N/A
104.20.14.63,4,4,0.00,234.47,0.00,N/A
104.19.250.44,4,4,0.00,234.57,0.00,N/A
104.20.23.246,4,4,0.00,234.59,0.00,N/A
104.27.45.178,4,4,0.00,234.61,0.00,N/A
104.25.124.125,4,4,0.00,234.68,0.00,N/A
104.17.215.204,4,4,0.00,234.71,0.00,N/A
104.18.8.135,4,4,0.00,234.79,0.00,N/A
104.19.210.16,4,4,0.00,234.82,0.00,N/A
162.159.130.50,4,4,0.00,234.84,0.00,N/A
104.17.211.106,4,4,0.00,234.86,0.00,N/A
104.19.219.26,4,4,0.00,234.86,0.00,N/A
104.27.38.46,4,4,0.00,234.86,0.00,N/A
104.18.110.109,4,4,0.00,234.87,0.00,N/A
104.24.18.6,4,4,0.00,234.90,0.00,N/A
104.20.9.46,4,4,0.00,234.97,0.00,N/A
104.19.180.41,4,4,0.00,234.99,0.00,N/A
104.25.40.214,4,4,0.00,235.00,0.00,N/A
104.25.67.10,4,4,0.00,235.00,0.00,N/A
104.18.0.155,4,4,0.00,235.01,0.00,N/A
172.67.211.149,4,4,0.00,235.03,0.00,N/A
104.25.102.196,4,4,0.00,235.04,0.00,N/A
104.24.146.206,4,4,0.00,235.09,0.00,N/A
104.18.143.207,4,4,0.00,235.12,0.00,N/A
104.19.223.77,4,4,0.00,235.14,0.00,N/A
104.25.82.138,4,4,0.00,235.17,0.00,N/A
104.19.181.120,4,4,0.00,235.23,0.00,N/A
104.24.144.126,4,4,0.00,235.24,0.00,N/A
104.19.179.185,4,4,0.00,235.25,0.00,N/A
104.18.84.222,4,4,0.00,235.29,0.00,N/A
104.25.225.117,4,4,0.00,235.39,0.00,N/A
104.19.152.208,4,4,0.00,235.40,0.00,N/A
104.18.43.154,4,4,0.00,235.43,0.00,N/A
104.19.249.170,4,4,0.00,235.60,0.00,N/A
104.19.178.250,4,4,0.00,235.61,0.00,N/A
172.67.66.36,4,4,0.00,235.67,0.00,N/A
104.18.235.15,4,4,0.00,235.67,0.00,N/A
104.18.71.136,4,4,0.00,235.71,0.00,N/A
104.18.26.11,4,4,0.00,235.72,0.00,N/A
104.19.177.99,4,4,0.00,235.86,0.00,N/A
104.18.148.64,4,4,0.00,235.87,0.00,N/A
172.65.87.212,4,4,0.00,236.14,0.00,N/A
104.24.81.99,4,4,0.00,236.20,0.00,N/A
104.25.90.1,4,4,0.00,236.42,0.00,N/A
104.19.143.95,4,4,0.00,236.55,0.00,N/A
104.24.83.231,4,4,0.00,236.60,0.00,N/A
104.25.208.167,4,4,0.00,236.65,0.00,N/A
104.19.231.150,4,4,0.00,236.77,0.00,N/A
104.18.30.11,4,4,0.00,236.82,0.00,N/A
104.19.154.176,4,4,0.00,236.84,0.00,N/A
104.18.98.128,4,4,0.00,236.86,0.00,N/A
104.18.109.37,4,4,0.00,236.94,0.00,N/A
104.18.97.176,4,4,0.00,237.01,0.00,N/A
172.65.139.137,4,4,0.00,237.05,0.00,N/A
104.18.160.145,4,4,0.00,237.06,0.00,N/A
172.66.207.213,4,4,0.00,237.09,0.00,N/A
104.25.111.34,4,4,0.00,237.11,0.00,N/A
104.25.92.98,4,4,0.00,237.12,0.00,N/A
104.24.193.153,4,4,0.00,237.31,0.00,N/A
172.67.97.79,4,4,0.00,237.43,0.00,N/A
172.67.68.54,4,4,0.00,237.44,0.00,N/A
104.24.197.224,4,4,0.00,237.51,0.00,N/A
104.24.201.47,4,4,0.00,237.57,0.00,N/A
104.18.93.201,4,4,0.00,237.70,0.00,N/A
104.25.130.19,4,4,0.00,237.71,0.00,N/A
104.24.94.190,4,4,0.00,237.96,0.00,N/A
104.17.236.54,4,4,0.00,237.98,0.00,N/A
104.19.203.115,4,4,0.00,238.16,0.00,N/A
104.24.58.7,4,4,0.00,238.30,0.00,N/A
104.19.206.15,4,4,0.00,238.39,0.00,N/A
104.27.71.191,4,4,0.00,238.48,0.00,N/A
104.17.226.174,4,4,0.00,238.49,0.00,N/A
104.27.12.69,4,4,0.00,238.56,0.00,N/A
104.19.169.144,4,4,0.00,238.58,0.00,N/A
104.27.31.196,4,4,0.00,238.64,0.00,N/A
104.19.220.105,4,4,0.00,238.98,0.00,N/A
104.19.207.226,4,4,0.00,239.01,0.00,N/A
104.25.133.175,4,4,0.00,239.01,0.00,N/A
104.24.11.3,4,4,0.00,239.01,0.00,N/A
104.24.73.62,4,4,0.00,239.08,0.00,N/A
104.27.58.208,4,4,0.00,239.08,0.00,N/A
172.67.95.180,4,4,0.00,239.10,0.00,N/A
104.27.8.140,4,4,0.00,239.19,0.00,N/A
104.26.14.24,4,4,0.00,239.24,0.00,N/A
104.24.36.43,4,4,0.00,239.40,0.00,N/A
104.24.135.185,4,4,0.00,239.46,0.00,N/A
104.25.179.118,4,4,0.00,239.56,0.00,N/A
104.19.191.229,4,4,0.00,239.57,0.00,N/A
172.66.151.93,4,4,0.00,239.62,0.00,N/A
104.19.60.215,4,4,0.00,239.79,0.00,N/A
104.24.1.162,4,4,0.00,239.81,0.00,N/A
104.27.56.104,4,4,0.00,239.82,0.00,N/A
104.25.202.235,4,4,0.00,239.84,0.00,N/A
104.25.254.35,4,4,0.00,239.89,0.00,N/A
104.27.53.22,4,4,0.00,239.90,0.00,N/A
172.66.128.184,4,4,0.00,239.91,0.00,N/A
104.25.206.191,4,4,0.00,239.95,0.00,N/A
172.65.189.181,4,4,0.00,239.98,0.00,N/A
104.18.155.163,4,4,0.00,240.03,0.00,N/A
104.27.57.33,4,4,0.00,240.03,0.00,N/A
104.25.145.133,4,4,0.00,240.03,0.00,N/A
104.25.174.137,4,4,0.00,240.10,0.00,N/A
104.19.10.160,4,4,0.00,240.12,0.00,N/A
104.24.141.75,4,4,0.00,240.20,0.00,N/A
104.27.198.231,4,4,0.00,240.20,0.00,N/A
104.27.200.52,4,4,0.00,240.24,0.00,N/A
104.24.66.209,4,4,0.00,240.28,0.00,N/A
104.27.115.97,4,4,0.00,240.29,0.00,N/A
104.24.51.253,4,4,0.00,240.32,0.00,N/A
104.18.138.40,4,4,0.00,240.38,0.00,N/A
104.24.56.20,4,4,0.00,240.45,0.00,N/A
104.19.183.148,4,4,0.00,240.48,0.00,N/A
104.19.174.108,4,4,0.00,240.48,0.00,N/A
172.65.75.68,4,4,0.00,240.54,0.00,N/A
172.65.100.147,4,4,0.00,240.57,0.00,N/A
104.25.222.207,4,4,0.00,240.59,0.00,N/A
104.19.107.44,4,4,0.00,240.59,0.00,N/A
172.65.161.101,4,4,0.00,240.65,0.00,N/A
104.18.152.141,4,4,0.00,240.66,0.00,N/A
172.65.107.93,4,4,0.00,240.71,0.00,N/A
172.65.159.182,4,4,0.00,240.74,0.00,N/A
104.18.237.90,4,4,0.00,240.79,0.00,N/A
104.25.245.113,4,4,0.00,240.82,0.00,N/A
104.18.179.138,4,4,0.00,240.83,0.00,N/A
104.27.30.249,4,4,0.00,240.89,0.00,N/A
162.159.140.110,4,4,0.00,240.96,0.00,N/A
104.20.63.106,4,4,0.00,240.97,0.00,N/A
104.29.157.150,4,4,0.00,241.02,0.00,N/A
104.26.15.166,4,4,0.00,241.03,0.00,N/A
104.27.15.7,4,4,0.00,241.05,0.00,N/A
104.27.46.65,4,4,0.00,241.07,0.00,N/A
172.65.83.56,4,4,0.00,241.07,0.00,N/A
104.18.140.163,4,4,0.00,241.12,0.00,N/A
104.25.60.205,4,4,0.00,241.13,0.00,N/A
104.18.21.150,4,4,0.00,241.16,0.00,N/A
104.27.86.1,4,4,0.00,241.16,0.00,N/A
104.27.66.247,4,4,0.00,241.24,0.00,N/A
104.18.139.2,4,4,0.00,241.27,0.00,N/A
104.18.7.86,4,4,0.00,241.32,0.00,N/A
104.27.105.158,4,4,0.00,241.40,0.00,N/A
172.67.119.52,4,4,0.00,241.53,0.00,N/A
104.18.81.112,4,4,0.00,241.76,0.00,N/A
104.24.227.85,4,4,0.00,241.96,0.00,N/A
104.19.175.56,4,4,0.00,241.97,0.00,N/A
104.18.78.41,4,4,0.00,242.03,0.00,N/A
104.27.7.169,4,4,0.00,242.04,0.00,N/A
104.24.176.100,4,4,0.00,242.06,0.00,N/A
104.19.73.43,4,4,0.00,242.11,0.00,N/A
104.18.112.161,4,4,0.00,242.20,0.00,N/A
104.25.211.203,4,4,0.00,242.21,0.00,N/A
104.24.177.188,4,4,0.00,242.42,0.00,N/A
104.18.69.252,4,4,0.00,242.46,0.00,N/A
104.25.64.183,4,4,0.00,242.49,0.00,N/A
104.25.6.205,4,4,0.00,242.50,0.00,N/A
172.67.101.143,4,4,0.00,242.51,0.00,N/A
104.19.182.206,4,4,0.00,242.53,0.00,N/A
104.25.70.96,4,4,0.00,242.58,0.00,N/A
104.27.205.234,4,4,0.00,242.73,0.00,N/A
104.25.9.68,4,4,0.00,242.77,0.00,N/A
104.24.202.134,4,4,0.00,242.79,0.00,N/A
104.24.40.170,4,4,0.00,242.82,0.00,N/A
104.24.3.168,4,4,0.00,242.86,0.00,N/A
104.25.58.102,4,4,0.00,242.87,0.00,N/A
172.66.139.86,4,4,0.00,242.93,0.00,N/A
104.27.63.218,4,4,0.00,242.95,0.00,N/A
104.24.217.58,4,4,0.00,242.96,0.00,N/A
104.27.22.39,4,4,0.00,242.96,0.00,N/A
104.25.72.20,4,4,0.00,242.97,0.00,N/A
104.26.0.4,4,4,0.00,243.04,0.00,N/A
104.19.30.21,4,4,0.00,243.05,0.00,N/A
104.18.146.114,4,4,0.00,243.08,0.00,N/A
104.24.14.243,4,4,0.00,243.20,0.00,N/A
104.25.207.88,4,4,0.00,243.25,0.00,N/A
104.19.119.198,4,4,0.00,243.26,0.00,N/A
104.19.128.118,4,4,0.00,243.31,0.00,N/A
104.25.228.83,4,4,0.00,243.32,0.00,N/A
104.19.185.25,4,4,0.00,243.34,0.00,N/A
104.19.194.138,4,4,0.00,243.37,0.00,N/A
104.25.164.250,4,4,0.00,243.44,0.00,N/A
104.19.87.93,4,4,0.00,243.54,0.00,N/A
104.25.199.75,4,4,0.00,243.60,0.00,N/A
104.25.35.133,4,4,0.00,243.62,0.00,N/A
104.27.4.162,4,4,0.00,243.62,0.00,N/A
104.24.194.15,4,4,0.00,243.66,0.00,N/A
104.24.72.8,4,4,0.00,243.66,0.00,N/A
104.19.88.165,4,4,0.00,243.71,0.00,N/A
172.67.104.61,4,4,0.00,243.77,0.00,N/A
104.24.213.151,4,4,0.00,243.87,0.00,N/A
104.18.92.87,4,4,0.00,243.93,0.00,N/A
104.24.42.197,4,4,0.00,243.95,0.00,N/A
104.25.120.194,4,4,0.00,243.96,0.00,N/A
104.19.33.158,4,4,0.00,243.99,0.00,N/A
104.19.161.212,4,4,0.00,244.05,0.00,N/A
104.24.9.103,4,4,0.00,244.08,0.00,N/A
104.18.64.227,4,4,0.00,244.16,0.00,N/A
172.67.117.229,4,4,0.00,244.19,0.00,N/A
104.24.190.40,4,4,0.00,244.20,0.00,N/A
104.18.96.244,4,4,0.00,244.27,0.00,N/A
104.25.148.185,4,4,0.00,244.27,0.00,N/A
104.25.123.165,4,4,0.00,244.30,0.00,N/A
172.66.205.116,4,4,0.00,244.31,0.00,N/A
104.19.98.84,4,4,0.00,244.31,0.00,N/A
104.27.197.104,4,4,0.00,244.57,0.00,N/A
104.24.63.178,4,4,0.00,244.65,0.00,N/A
172.65.77.238,4,4,0.00,244.70,0.00,N/A
104.19.160.65,4,4,0.00,244.72,0.00,N/A
104.19.100.219,4,4,0.00,244.76,0.00,N/A
104.25.194.71,4,4,0.00,244.82,0.00,N/A
104.18.3.131,4,4,0.00,244.84,0.00,N/A
104.24.236.233,4,4,0.00,244.84,0.00,N/A
172.67.121.125,4,4,0.00,244.90,0.00,N/A
104.24.239.92,4,4,0.00,244.94,0.00,N/A
104.17.235.4,4,4,0.00,245.02,0.00,N/A
104.25.192.158,4,4,0.00,245.06,0.00,N/A
104.17.227.153,4,4,0.00,245.17,0.00,N/A
104.19.130.216,4,4,0.00,245.28,0.00,N/A
104.19.15.31,4,4,0.00,245.32,0.00,N/A
104.18.220.66,4,4,0.00,245.33,0.00,N/A
104.19.44.190,4,4,0.00,245.33,0.00,N/A
172.67.96.235,4,4,0.00,245.40,0.00,N/A
104.19.205.176,4,4,0.00,245.41,0.00,N/A
104.19.201.169,4,4,0.00,245.45,0.00,N/A
104.25.243.115,4,4,0.00,245.51,0.00,N/A
104.20.33.63,4,4,0.00,245.55,0.00,N/A
172.65.89.37,4,4,0.00,245.57,0.00,N/A
104.18.105.0,4,4,0.00,245.59,0.00,N/A
104.18.165.143,4,4,0.00,245.60,0.00,N/A
104.19.214.207,4,4,0.00,245.63,0.00,N/A
172.65.106.251,4,4,0.00,245.78,0.00,N/A
104.18.137.240,4,4,0.00,245.84,0.00,N/A
104.18.215.147,4,4,0.00,245.86,0.00,N/A
172.66.196.78,4,4,0.00,245.88,0.00,N/A
104.25.106.124,4,4,0.00,245.88,0.00,N/A
104.19.212.87,4,4,0.00,245.90,0.00,N/A
104.25.14.227,4,4,0.00,245.94,0.00,N/A
104.18.172.130,4,4,0.00,245.95,0.00,N/A
172.67.120.241,4,4,0.00,246.02,0.00,N/A
104.18.183.57,4,4,0.00,246.05,0.00,N/A
104.24.218.219,4,4,0.00,246.07,0.00,N/A
172.65.131.138,4,4,0.00,246.27,0.00,N/A
104.24.0.185,4,4,0.00,246.30,0.00,N/A
104.18.161.219,4,4,0.00,246.43,0.00,N/A
104.25.209.52,4,4,0.00,246.47,0.00,N/A
104.24.79.84,4,4,0.00,246.60,0.00,N/A
104.27.40.37,4,4,0.00,246.67,0.00,N/A
172.65.90.43,4,4,0.00,246.70,0.00,N/A
104.20.57.37,4,4,0.00,246.71,0.00,N/A
104.24.32.216,4,4,0.00,246.86,0.00,N/A
104.18.145.248,4,4,0.00,246.88,0.00,N/A
104.20.62.7,4,4,0.00,246.96,0.00,N/A
104.24.196.200,4,4,0.00,247.01,0.00,N/A
172.65.146.212,4,4,0.00,247.04,0.00,N/A
104.24.212.186,4,4,0.00,247.27,0.00,N/A
104.25.29.166,4,4,0.00,247.39,0.00,N/A
104.25.230.112,4,4,0.00,247.44,0.00,N/A
104.24.17.153,4,4,0.00,247.48,0.00,N/A
104.24.165.175,4,4,0.00,247.60,0.00,N/A
104.19.111.79,4,4,0.00,247.63,0.00,N/A
104.19.193.246,4,4,0.00,247.83,0.00,N/A
104.18.32.63,4,4,0.00,247.85,0.00,N/A
104.24.153.115,4,4,0.00,247.93,0.00,N/A
172.65.140.121,4,4,0.00,247.99,0.00,N/A
104.24.241.60,4,4,0.00,248.13,0.00,N/A
104.19.77.93,4,4,0.00,248.20,0.00,N/A
104.20.10.129,4,4,0.00,248.63,0.00,N/A
104.19.189.172,4,4,0.00,248.67,0.00,N/A
172.66.140.159,4,4,0.00,248.69,0.00,N/A
104.18.36.89,4,4,0.00,248.79,0.00,N/A
172.65.85.242,4,4,0.00,248.81,0.00,N/A
104.18.46.187,4,4,0.00,248.84,0.00,N/A
104.19.68.135,4,4,0.00,248.92,0.00,N/A
104.24.85.35,4,4,0.00,248.92,0.00,N/A
104.25.17.234,4,4,0.00,248.98,0.00,N/A
104.24.145.43,4,4,0.00,249.01,0.00,N/A
104.24.150.22,4,4,0.00,249.06,0.00,N/A
104.24.137.51,4,4,0.00,249.10,0.00,N/A
104.27.20.192,4,4,0.00,249.11,0.00,N/A
104.25.241.89,4,4,0.00,249.20,0.00,N/A
104.25.108.4,4,4,0.00,249.20,0.00,N/A
104.19.138.25,4,4,0.00,249.27,0.00,N/A
104.27.122.108,4,4,0.00,249.30,0.00,N/A
104.19.86.188,4,4,0.00,249.34,0.00,N/A
104.19.165.118,4,4,0.00,249.34,0.00,N/A
104.24.80.92,4,4,0.00,249.50,0.00,N/A
172.65.178.228,4,4,0.00,249.53,0.00,N/A
104.19.79.90,4,4,0.00,249.60,0.00,N/A
104.27.59.208,4,4,0.00,249.60,0.00,N/A
104.19.150.229,4,4,0.00,249.64,0.00,N/A
104.25.134.144,4,4,0.00,249.68,0.00,N/A
104.20.41.19,4,4,0.00,249.73,0.00,N/A
104.27.88.92,4,4,0.00,249.82,0.00,N/A
104.18.194.183,4,4,0.00,249.91,0.00,N/A
104.18.223.49,4,4,0.00,249.93,0.00,N/A
104.29.133.13,4,4,0.00,249.93,0.00,N/A
104.18.62.28,4,4,0.00,249.94,0.00,N/A
104.24.184.146,4,4,0.00,249.95,0.00,N/A
104.18.113.150,4,4,0.00,249.95,0.00,N/A
104.18.122.7,4,4,0.00,250.07,0.00,N/A
104.25.68.85,4,4,0.00,250.20,0.00,N/A
104.19.8.37,4,4,0.00,250.22,0.00,N/A
104.18.236.67,4,4,0.00,250.24,0.00,N/A
104.25.116.120,4,4,0.00,250.29,0.00,N/A
104.19.45.74,4,4,0.00,250.30,0.00,N/A
104.24.65.218,4,4,0.00,250.40,0.00,N/A
104.20.56.181,4,4,0.00,250.41,0.00,N/A
104.24.243.224,4,4,0.00,250.45,0.00,N/A
104.18.123.38,4,4,0.00,250.46,0.00,N/A
104.27.41.82,4,4,0.00,250.49,0.00,N/A
104.25.156.8,4,4,0.00,250.53,0.00,N/A
104.25.198.88,4,4,0.00,250.55,0.00,N/A
104.18.175.179,4,4,0.00,250.67,0.00,N/A
104.17.238.160,4,4,0.00,250.69,0.00,N/A
104.18.242.195,4,4,0.00,250.74,0.00,N/A
162.159.196.113,4,4,0.00,250.76,0.00,N/A
104.24.173.87,4,4,0.00,250.78,0.00,N/A
172.66.152.159,4,4,0.00,250.82,0.00,N/A
104.19.59.203,4,4,0.00,250.87,0.00,N/A
172.66.166.51,4,4,0.00,250.98,0.00,N/A
104.20.37.210,4,4,0.00,251.04,0.00,N/A
104.18.238.92,4,4,0.00,251.23,0.00,N/A
104.18.169.218,4,4,0.00,251.28,0.00,N/A
104.19.95.228,4,4,0.00,251.29,0.00,N/A
172.67.72.156,4,4,0.00,251.37,0.00,N/A
104.18.253.73,4,4,0.00,251.43,0.00,N/A
104.24.20.94,4,4,0.00,251.52,0.00,N/A
104.20.16.9,4,4,0.00,251.52,0.00,N/A
104.25.235.140,4,4,0.00,251.55,0.00,N/A
104.24.156.191,4,4,0.00,251.58,0.00,N/A
104.24.254.76,4,4,0.00,251.58,0.00,N/A
104.18.121.167,4,4,0.00,251.58,0.00,N/A
104.25.52.43,4,4,0.00,251.58,0.00,N/A
104.27.103.216,4,4,0.00,251.61,0.00,N/A
104.19.123.123,4,4,0.00,251.64,0.00,N/A
104.24.171.158,4,4,0.00,251.71,0.00,N/A
104.19.53.117,4,4,0.00,251.78,0.00,N/A
104.19.12.119,4,4,0.00,251.86,0.00,N/A
104.18.131.150,4,4,0.00,251.97,0.00,N/A
104.24.200.63,4,4,0.00,252.03,0.00,N/A
104.18.130.219,4,4,0.00,252.12,0.00,N/A
104.25.103.101,4,4,0.00,252.14,0.00,N/A
104.19.108.58,4,4,0.00,252.20,0.00,N/A
104.18.134.225,4,4,0.00,252.22,0.00,N/A
104.19.41.22,4,4,0.00,252.33,0.00,N/A
104.27.108.64,4,4,0.00,252.33,0.00,N/A
104.25.85.241,4,4,0.00,252.34,0.00,N/A
104.25.55.141,4,4,0.00,252.41,0.00,N/A
104.19.142.17,4,4,0.00,252.46,0.00,N/A
104.27.64.254,4,4,0.00,252.47,0.00,N/A
104.19.96.197,4,4,0.00,252.53,0.00,N/A
104.19.94.249,4,4,0.00,252.65,0.00,N/A
104.19.117.44,4,4,0.00,252.69,0.00,N/A
104.24.233.141,4,4,0.00,252.73,0.00,N/A
104.19.105.226,4,4,0.00,252.83,0.00,N/A
104.24.231.161,4,4,0.00,252.87,0.00,N/A
104.27.3.191,4,4,0.00,253.01,0.00,N/A
104.27.79.43,4,4,0.00,253.07,0.00,N/A
104.24.147.92,4,4,0.00,253.15,0.00,N/A
104.18.252.179,4,4,0.00,253.15,0.00,N/A
104.19.115.174,4,4,0.00,253.27,0.00,N/A
104.27.196.123,4,4,0.00,253.54,0.00,N/A
104.25.43.165,4,4,0.00,253.54,0.00,N/A
104.19.92.134,4,4,0.00,253.57,0.00,N/A
104.24.167.164,4,4,0.00,253.62,0.00,N/A
104.19.159.201,4,4,0.00,253.64,0.00,N/A
104.19.64.56,4,4,0.00,253.79,0.00,N/A
104.27.24.130,4,4,0.00,253.79,0.00,N/A
104.24.76.94,4,4,0.00,253.81,0.00,N/A
104.27.74.139,4,4,0.00,253.83,0.00,N/A
104.25.249.65,4,4,0.00,253.89,0.00,N/A
104.19.167.185,4,4,0.00,253.90,0.00,N/A
104.19.43.65,4,4,0.00,254.04,0.00,N/A
104.27.19.191,4,4,0.00,254.25,0.00,N/A
104.18.116.232,4,4,0.00,254.28,0.00,N/A
104.25.53.211,4,4,0.00,254.29,0.00,N/A
104.29.151.185,4,4,0.00,254.32,0.00,N/A
104.29.144.66,4,4,0.00,254.39,0.00,N/A
104.27.23.204,4,4,0.00,254.42,0.00,N/A
104.24.154.90,4,4,0.00,254.49,0.00,N/A
104.25.89.67,4,4,0.00,254.49,0.00,N/A
104.24.188.203,4,4,0.00,254.51,0.00,N/A
172.66.197.74,4,4,0.00,254.57,0.00,N/A
104.25.127.147,4,4,0.00,254.59,0.00,N/A
104.18.33.144,4,4,0.00,254.63,0.00,N/A
104.18.249.239,4,4,0.00,254.63,0.00,N/A
104.19.85.94,4,4,0.00,254.64,0.00,N/A
172.65.74.62,4,4,0.00,254.69,0.00,N/A
104.25.50.216,4,4,0.00,254.70,0.00,N/A
104.24.219.11,4,4,0.00,254.74,0.00,N/A
104.24.130.18,4,4,0.00,254.78,0.00,N/A
104.29.111.104,4,4,0.00,254.78,0.00,N/A
104.24.57.246,4,4,0.00,254.81,0.00,N/A
104.18.248.247,4,4,0.00,254.84,0.00,N/A
104.18.246.34,4,4,0.00,254.87,0.00,N/A
104.25.91.213,4,4,0.00,254.88,0.00,N/A
104.24.255.170,4,4,0.00,254.90,0.00,N/A
172.65.73.116,4,4,0.00,254.90,0.00,N/A
104.24.251.200,4,4,0.00,255.03,0.00,N/A
104.25.173.38,4,4,0.00,255.18,0.00,N/A
104.25.128.59,4,4,0.00,255.30,0.00,N/A
172.67.83.153,4,4,0.00,255.50,0.00,N/A
104.19.52.33,4,4,0.00,255.78,0.00,N/A
104.27.113.123,4,4,0.00,256.02,0.00,N/A
104.24.143.87,4,4,0.00,256.05,0.00,N/A
104.19.131.205,4,4,0.00,256.05,0.00,N/A
104.24.172.78,4,4,0.00,256.08,0.00,N/A
104.18.196.131,4,4,0.00,256.15,0.00,N/A
104.19.35.11,4,4,0.00,256.37,0.00,N/A
104.18.182.91,4,4,0.00,256.37,0.00,N/A
104.25.69.215,4,4,0.00,256.78,0.00,N/A
104.18.178.186,4,4,0.00,256.80,0.00,N/A
104.18.180.6,4,4,0.00,256.89,0.00,N/A
104.18.224.74,4,4,0.00,256.94,0.00,N/A
104.24.179.16,4,4,0.00,257.12,0.00,N/A
104.25.59.119,4,4,0.00,257.17,0.00,N/A
104.19.37.7,4,4,0.00,257.32,0.00,N/A
104.20.50.136,4,4,0.00,257.35,0.00,N/A
104.18.153.157,4,4,0.00,257.37,0.00,N/A
104.24.249.48,4,4,0.00,257.42,0.00,N/A
104.25.153.15,4,4,0.00,257.46,0.00,N/A
104.18.213.115,4,4,0.00,257.47,0.00,N/A
104.25.81.51,4,4,0.00,257.54,0.00,N/A
104.18.216.196,4,4,0.00,257.58,0.00,N/A
104.18.185.201,4,4,0.00,257.62,0.00,N/A
104.24.252.211,4,4,0.00,257.65,0.00,N/A
104.25.94.177,4,4,0.00,257.69,0.00,N/A
104.18.125.42,4,4,0.00,257.80,0.00,N/A
104.19.24.242,4,4,0.00,257.85,0.00,N/A
104.25.187.120,4,4,0.00,257.88,0.00,N/A
104.24.232.200,4,4,0.00,257.88,0.00,N/A
104.18.204.33,4,4,0.00,257.93,0.00,N/A
104.19.125.190,4,4,0.00,258.04,0.00,N/A
104.18.200.213,4,4,0.00,258.04,0.00,N/A
104.18.132.29,4,4,0.00,258.05,0.00,N/A
104.24.222.196,4,4,0.00,258.16,0.00,N/A
104.19.23.170,4,4,0.00,258.16,0.00,N/A
104.19.104.244,4,4,0.00,258.28,0.00,N/A
104.25.31.26,4,4,0.00,258.65,0.00,N/A
104.18.135.15,4,4,0.00,259.04,0.00,N/A
104.18.39.91,4,4,0.00,259.24,0.00,N/A
104.18.42.252,4,4,0.00,259.27,0.00,N/A
104.19.57.1,4,4,0.00,259.44,0.00,N/A
104.18.41.254,4,4,0.00,259.54,0.00,N/A
104.19.139.135,4,4,0.00,259.55,0.00,N/A
104.19.81.132,4,4,0.00,259.57,0.00,N/A
104.18.37.99,4,4,0.00,259.61,0.00,N/A
104.25.98.139,4,4,0.00,259.63,0.00,N/A
104.24.180.48,4,4,0.00,259.79,0.00,N/A
104.19.54.180,4,4,0.00,259.97,0.00,N/A
104.25.95.253,4,4,0.00,260.05,0.00,N/A
104.19.156.75,4,4,0.00,260.06,0.00,N/A
104.19.21.142,4,4,0.00,260.20,0.00,N/A
104.24.43.82,4,4,0.00,260.22,0.00,N/A
104.18.35.140,4,4,0.00,260.28,0.00,N/A
104.20.48.61,4,4,0.00,260.31,0.00,N/A
